"Time","Family","Genus","Species","Number","Activity","TL","Comment","ID"
9.79133,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",7
9.87673,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",7
9.91843,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",7
9.95543,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",7
10.49313,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",8
10.56433,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",8
10.65833,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",8
10.71503,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",8
10.76423,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",8
11.00063,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",9
11.00063,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",10
11.04423,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",9
11.05173,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",10
11.10733,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",10
11.13933,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",9
11.29613,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",11
11.34623,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",11
11.46853,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",12
11.51223,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Dipsastraea",12
11.64313,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Branching Acropora",12
11.77083,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",12
11.90903,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",12
