"Time","Family","Genus","Species","Number","Activity","TL","Comment","ID"
20.71797,"Chaetodontidae","Chaetodon","lunulatus",1,"Feeding",8,"unknown",32
20.73267,"Chaetodontidae","Chaetodon","lunulatus",1,"Feeding",8,"unknown",32
20.75107,"Chaetodontidae","Chaetodon","lunulatus",1,"Feeding",8,"unknown",32
20.78837,"Chaetodontidae","Chaetodon","lunulatus",1,"Feeding",8,"unknown",32
20.81667,"Chaetodontidae","Chaetodon","lunulatus",1,"Feeding",8,"unknown",32
20.89007,"Chaetodontidae","Chaetodon","lunulatus",1,"Feeding",8,"Tabular Acropora",32
20.92957,"Chaetodontidae","Chaetodon","lunulatus",1,"Feeding",8,"Tabular Acropora",32
21.05527,"Chaetodontidae","Chaetodon","lunulatus",1,"Feeding",8,"Tabular Acropora",32
21.08027,"Chaetodontidae","Chaetodon","lunulatus",1,"Feeding",8,"Tabular Acropora",32
21.12227,"Chaetodontidae","Chaetodon","lunulatus",1,"Passing",8,"time out",32
21.34697,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",33
21.35747,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",33
21.45177,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",33
21.46677,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",33
21.47767,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",33
21.49377,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",33
21.53017,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",33
21.54437,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",33
21.65807,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",34
21.67537,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",33
21.68447,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Porites",34
21.71957,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Porites",34
21.74037,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",33
